result #	query	article title	article url	article description	Author	Date	total nr of results indicated by Google	Extra settings	
170	“quality of service” blogurl:chrismarsden.blogspot.com	reding's still vague on net neutrality	http://chrismarsden.blogspot.com/2009/02/redings-still-vague-on-net-neutrality.html	these tools may be used to guarantee good quality of service but could also be used for anti-competitive practices. the commission has taken additional steps, through measures proposed to reform our telecom package, to better prevent ...	chris  	12/02/2009	8		
171	“quality of service” blogurl:freepress.net	The Myth of the Competitive Wireless Market | Free Press	http://www.freepress.net/node/74580	It doesn't create incentives for wireless carriers to compete with one another over price and quality of service, because it does nothing to remedy the obstacles to effective competition that plague the American wireless market. ...	n/a	17/11/2009	11		
172	“quality of service” blogurl:freepress.net	'quality of service' net fees could change everything	http://www.freepress.net/news/13354	bellsouth's plans to charge content providers for a premium ride across its network hits the topic of "net neutrality" – the notion that service providers would charge extra for quality of service (qos) challenges the idea of net ...	n/a	11/01/2006	11		
173	“quality of service” blogurl:freepress.net	Broadband Reality Check II	http://www.freepress.net/files/bbrc2-final.pdf	multiple service providers compete on the basis of quality of service, rather than stifling competition through gatekeeper control over infrastructure. A project on this scale wouldn't be cheap, with some estimates as high as $1000 per ...	n/a	12/09/2006	11		
174	“quality of service” blogurl:freepress.net	senate advised of threats to the future of the internet	http://www.freepress.net/congress/update.php?id=116	lawrence lessig, professor at stanford university, testified that the tiering would restrict opportunities for competition and "auction to the highest bidders the quality of service necessary to support video service, and leave to the ...	n/a	08/02/2006	11		
175	“quality of service” blogurl:freepress.net	public service broadcasting in the fight over net neutrality	http://www.freepress.net/news/23400	as public service broadcasters distribute more of their audiovisual offerings online, the question of quality of service and the future of the internet as a whole becomes a crucial issue.	n/a	25/05/2007	11		
176	“quality of service” blogurl:freepress.net	survey slams telecom mega-mergers	http://www.freepress.net/news/11415	a new survey says large corporate enterprises think the proposed sbc/at&t and verizon/mci mergers will have a "strong negative impact" on pricing, innovation, quality of service and levels of competition in the business telecom ...	n/a	14/09/2005	11		
177	“quality of service” blogurl:freepress.net	wireless broadband still grappling for a foothold	http://www.freepress.net/news/18334	there's a limited supply of licensed spectrum, and what's out there costs big bucks. without it, you can't do voip, which requires the quality of service that licensed spectrum provides.	n/a	13/10/2006	11		
178	“quality of service” blogurl:freepress.net	freedom to connect	http://www.freepress.net/news/30274	as long as network management is about so-called quality of service, ie, rationing, rather than simply providing enough capacity, then it remains complex and subject to operator bias -- and operator financial interest in what is ...	n/a	11/02/2008	11		
179	“quality of service” blogurl:freepress.net	hands off the internet: better check your facts, part.1	http://www.freepress.net/news/17167	this front-group for the internet monopoly wannabes has a "back to school" lesson just posted about quality of service. but they are misinforming the public.	n/a	17/08/2006	11		
180	“quality of service” blogurl:freepress.net	senate panel rejects net neutrality in tie vote	http://www.freepress.net/news/16311	a senate committee rejected a proposal that would have required broadband providers to give their competitors the same speeds and quality of service as they give to themselves or their partners. the vote was an 11-11 tie.	n/a	28/06/2006	11		
181	“quality of service” blogurl:freepress.net	strict net neutrality passes house committee, but fate is rather ...	http://www.freepress.net/news/15719	this two-pronged approach has been dubbed "strict" 'net neutrality by some, inasmuch as it not only outlaws service degradation, but would also prevent service providers from selling quality of service (qos) to consumers.	n/a	26/05/2006	11		
182	“quality of service” blogurl:savetheinternet.com/blog	A Legal Look at the Comcast Case | Save the Internet	http://www.savetheinternet.com/blog/09/10/07/legal-look-comcast-case	It's true that Comcast never cut off the entire internet, but they need a better way of maintaining quality of service - like maintaining and appropriately upgrading their physical plant and infrastructure to meet the actual demand of ...	Chris Riley  	07/10/2009	17		
183	“quality of service” blogurl:savetheinternet.com/blog	The Post Should Fact Check Before Offering Opinion	http://www.savetheinternet.com/blog/2006/06/14/the-post-should-check-the-facts-before-offering-an-opinion/	They discriminate against Voice Over Internet Protocol (VOIP) providers in quality of service (Comcast refuses to guarantee the same quality of service to unaffiliated VOIP providers), against content (Time Warner blocked letters to ...	tkarr  	14/06/2006	17		
184	“quality of service” blogurl:savetheinternet.com/blog	New FCC Chair Brings Us One Step Closer to Net Neutrality | Save ...	http://www.savetheinternet.com/blog/09/06/26/new-fcc-chair-brings-us-one-step-closer-net-neutrality	... he understands that onerous "network neutrality" regulation, which would prevent ISPs from managing their networks or containing their costs, would destroy competition, raise prices to consumers, and degrade quality of service. ...	Tim Karr  	26/06/2009	17		
185	“quality of service” blogurl:savetheinternet.com/blog	Behind the Rhetoric, Verizon Picture Not So Rosy | Save the Internet	http://www.savetheinternet.com/blog/09/06/25/behind-rhetoric-verizon-picture-not-so-rosy	But you should not be able to abuse the network or degrade others' quality of service. It also makes sense for Verizon to bring value added services to the network. Forcing it not to would be to completely commoditize its product, ...	Tim Karr  	25/06/2009	17		
186	“quality of service” blogurl:savetheinternet.com/blog	Net Neutrality: Something on Which We All Agree	http://www.savetheinternet.com/blog/2006/05/22/net-neutrality-something-on-which-we-all-agree/	We may pay for a higher or a lower quality of service. We may pay for a service which has the characteristics of being good for video, or quality audio. But we each pay to connect to the Net, but no one can pay for exclusive access to ...	tkarr  	22/05/2006	17		
187	“quality of service” blogurl:savetheinternet.com/blog	Telco Control Is a Problem with a Solution: Net Neutrality	http://www.savetheinternet.com/blog/2006/06/02/telco-control-is-a-problem-with-a-solution-net-neutrality/	“We have no clear evidence that content is being discriminated against and we have no real problem with quality of service that cannot be addressed under current law. We think the advocates of regulated net neutrality have not pointed ...	tkarr  	02/06/2006	17		
188	“quality of service” blogurl:savetheinternet.com/blog	Gun Owners of America on Internet Freedom	http://www.savetheinternet.com/blog/2006/04/24/gun-owners-of-america-on-internet-freedom/	Without even ascribing a political motive to their actions, greed alone will skew the Internet marketplace if companies can deny superior quality of service to those who choose to use the products of competitors. ...	Matt  	24/04/2006	17		
189	“quality of service” blogurl:savetheinternet.com/blog	Comment on OK Go: The Heat is on an Open Internet by barry payne ...	http://www.savetheinternet.com/blog/2008/04/05/ok-go-in-the-new-york-times/#comment-94599	This argument is mistaken at a basic level, confusing technical types of sharing with congestion as a quality of service issue, and ignores entirely the essential and separate role of administrative sharing of bandwidth. ...	barry payne-economist  	06/04/2008	17		
190	“quality of service” blogurl:savetheinternet.com/blog	Comment on OK Go: The Heat is on an Open Internet by bukowski	http://www.savetheinternet.com/blog/2008/04/05/ok-go-in-the-new-york-times/#comment-96153	Free Press FCC petition defines quality of service measures for Internet telephony, as well as tiered pricing (paying more for service that costs more to provide), as “discrimination” and asks that they be prohibited.” ...	bukowski  	11/04/2008	17		
191	“quality of service” blogurl:savetheinternet.com/blog	Net Neutrality in the Front Seat	http://www.savetheinternet.com/blog/2008/12/15/net-neutrality-in-the-front-seat/	He's explicitly opposed paid “quality of service” arrangements and was also a co-sponsor of the Dorgan-Snowe bill that is the strongest Net Neutrality legislation ever proposed. Contrary to claims of the Journal that Net Neutrality ...	tkarr  	15/12/2008	17		
192	“quality of service” blogurl:savetheinternet.com/blog	Comment on AT&T Yields to Neutrality, Paves Path to Congress by KWalsh	http://www.savetheinternet.com/blog/2006/12/29/att-yields-to-neutrality-paves-path-to-congress/#comment-39815	These services will be engineered with sufficient quality of service (QOS) technologies to ensure flawless operation. Second, all traffic to and from the internet will expressly not employ any QOS technologies. ...	n/a	04/01/2007	17		
193	“quality of service” blogurl:savetheinternet.com/blog	Comment on AT&T Yields to Neutrality, Paves Path to Congress by ...	http://www.savetheinternet.com/blog/2006/12/28/att-yields-to-neutrality-paves-path-to-congress/#comment-36831	Burstein notes that AT&T isn't even set up to put quality of service on their existing network — so the agreement not to violate network neutrality on that network is effectively meaningless. It is, he claims, a sleight of hand that ...	n/a	29/12/2006	17		
194	“quality of service” blogurl:savetheinternet.com/blog	Comment on AT&T Yields to Neutrality, Paves Path to Congress by ...	http://www.savetheinternet.com/blog/2006/12/29/att-yields-to-neutrality-paves-path-to-congress/#comment-36831	Burstein notes that AT&T isn't even set up to put quality of service on their existing network — so the agreement not to violate network neutrality on that network is effectively meaningless. It is, he claims, a sleight of hand that ...	n/a	29/12/2006	17		
195	“quality of service” blogurl:savetheinternet.com/blog	Comment on OK Go: The Heat is on an Open Internet by Brett Glass	http://www.savetheinternet.com/blog/2008/04/05/ok-go-in-the-new-york-times/#comment-96209	The Free Press petition does ask the FCC to ban quality of service measures for VoIP, because it insists that ISPs' network not “discriminate” between protocols. If one cannot discriminate, one cannot prioritize. ...	Brett Glass  	11/04/2008	17		
196	“quality of service” blogurl:savetheinternet.com/blog	Web Pioneer: No Internet Without Net Neutrality	http://www.savetheinternet.com/blog/2006/09/28/web-pioneer-no-internet-without-net-neutrality/	Berners-Lee also clarifies the debate over service fees for special types of data, calling “not actually logical” people who say that Net Neutrality prevents “Quality of Service” upgrades: “Some people say perhaps we ought to be able to ...	tkarr  	28/09/2006	17		
197	“quality of service” blogurl:savetheinternet.com/blog	Comment on Adelstein and Copps: Voices at the FCC for a Free and ...	http://www.savetheinternet.com/blog/2008/07/25/adelstein-and-copps-voices-at-the-fcc-for-a-free-and-open-internet/#comment-122760	Prices would go up, deployment would actually decrease, competition would be forced out, and quality of service would suffer. University networks would virtually shut down due to overloading by P2P. Let's hope that the FCC at most ...	Brett Glass  	25/07/2008	17		
198	“quality of service” blogurl:savetheinternet.com/blog	When Telcos Speak with Forked Tongues	http://www.savetheinternet.com/blog/2006/06/20/when-telcos-speak-with-forked-tongues/	He points to an instance where Canada's Shaw Communications is charging customers a fee for “Quality of Service Enhancement” that will allow them to run Vonage's phone service instead of their own: “…It is a perfect example of where the ...	tkarr  	20/06/2006	17		
199	“quality of service” blogurl:dig.csail.mit.edu/breadcrumbs/blog/4	n/a	n/a	n/a			n/a		
200	“quality of service” blogurl:internetevolution.com/author.asp?section_id=506&doc_id=134705	n/a	n/a	n/a			n/a		
201	“quality of service” blogurl:seminal.firedoglake.com/diary/22925	n/a	n/a	n/a			n/a		
202	“quality of service” blogurl:techdailydose.nationaljournal.com/2010/01/fcc-using-comcast-dispute-to-p.php	n/a	n/a	n/a			n/a		
203	“quality of service” blogurl:philly.com/philly/business/technology/20100108_ap_comcastfcctakenetneutralitydisputetocourt.html	n/a	n/a	n/a			n/a		
204	“quality of service” blogurl:mediacitizen.blogspot.com/2010/01/at-consultant-conjures-evidence-that.html	n/a	n/a	n/a			n/a		
205	“quality of service” blogurl:artsjournal.com/artsjournal1/2010/01/why_musicians_s.shtml	n/a	n/a	n/a			n/a		
206	“quality of service” blogurl:savetheinternet.com/blog/10/01/07/net-neutrality-and-why-it-important-women	n/a	n/a	n/a			n/a		
207	“quality of service” blogurl:ecommercetimes.com/rsstory/69063.html	n/a	n/a	n/a			n/a		
208	“quality of service” blogurl:radiosurvivor.com/2010/01/08/crossover-bands-hit-fcc-with-net-neutrality-letters	n/a	n/a	n/a			n/a		
209	“quality of service” blogurl:blogportant.com/comcast-fcc-take-net-neutrality-dispute-to-court-ap	n/a	n/a	n/a			n/a		
210	“quality of service” blogurl:right-winglibertarian.blogspot.com/2010/01/so-what-exactly-is-net-neutrality.html	n/a	n/a	n/a			n/a		
211	“quality of service” blogurl:freedom-to-tinker.com/blog/jrmayer/search-neutrality-%E2%89%A0-net-neutrality	n/a	n/a	n/a			n/a		
212	“quality of service” blogurl:michaelgeist.ca/content/view/4668/125	n/a	n/a	n/a			n/a		
213	“quality of service” blogurl:benton.org/node/28370	n/a	n/a	n/a			n/a		
